,artist,title,label,rank,week_start,week_end,genre
298,Sido,Ich & keine Maske,Urban,19,29.01.2021,04.02.2021,HipHop
299,Post Malone,Hollywood's Bleeding,Republic Records,20,29.01.2021,04.02.2021,HipHop
300,LX,Inhale / Exhale,Chapter One,1,22.01.2021,28.01.2021,HipHop
301,Yung Kafa & Kücük Efendi,Yin und Yang,GOLD LEAGUE,2,22.01.2021,28.01.2021,HipHop
302,Eminem,Music To Be Murdered By,Interscope,3,22.01.2021,28.01.2021,HipHop
303,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,4,22.01.2021,28.01.2021,HipHop
304,Zuna,Mele7 2,KMN Gang,5,22.01.2021,28.01.2021,HipHop
305,Bonez MC,Hollywood,Universal Domestic Vertigo,6,22.01.2021,28.01.2021,HipHop
306,Apache 207,Treppenhaus,Four Music / TwoSides,7,22.01.2021,28.01.2021,HipHop
307,Juice WRLD,Legends Never Die,Interscope,8,22.01.2021,28.01.2021,HipHop
308,Kontra K,Vollmond,BMG,9,22.01.2021,28.01.2021,HipHop
309,Celo & Abdi,Mietwagentape 2,Urban,10,22.01.2021,28.01.2021,HipHop
310,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,11,22.01.2021,28.01.2021,HipHop
311,Apache 207,Platte,Four Music / TwoSides,12,22.01.2021,28.01.2021,HipHop
312,Bonez MC,Hollywood Uncut,187 Strassenbande,13,22.01.2021,28.01.2021,HipHop
313,18 Karat,Narco Trafficante,Banger Musik,14,22.01.2021,28.01.2021,HipHop
314,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,15,22.01.2021,28.01.2021,HipHop
315,Capital Bra,CB7,Urban,16,22.01.2021,28.01.2021,HipHop
316,XXXTentacion,?,Bad Vibes Forever,17,22.01.2021,28.01.2021,HipHop
317,Sido,Ich & keine Maske,Urban,18,22.01.2021,28.01.2021,HipHop
318,The Kid Laroi,F*ck Love,Columbia,19,22.01.2021,28.01.2021,HipHop
319,Juice WRLD,Goodbye & Good Riddance,Juice WRLD Mixtape,20,22.01.2021,28.01.2021,HipHop
320,18 Karat,Narco Trafficante,Banger Musik,1,15.01.2021,21.01.2021,HipHop
321,Celo & Abdi,Mietwagentape 2,Urban,2,15.01.2021,21.01.2021,HipHop
322,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,3,15.01.2021,21.01.2021,HipHop
323,Bonez MC,Hollywood,Universal Domestic Vertigo,4,15.01.2021,21.01.2021,HipHop
324,Apache 207,Treppenhaus,Four Music / TwoSides,5,15.01.2021,21.01.2021,HipHop
325,Kontra K,Vollmond,BMG,6,15.01.2021,21.01.2021,HipHop
326,Juice WRLD,Legends Never Die,Interscope,7,15.01.2021,21.01.2021,HipHop
327,Apache 207,Platte,Four Music / TwoSides,8,15.01.2021,21.01.2021,HipHop
328,Capital Bra,CB7,Urban,9,15.01.2021,21.01.2021,HipHop
329,Bonez MC,Hollywood Uncut,187 Strassenbande,10,15.01.2021,21.01.2021,HipHop
330,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,11,15.01.2021,21.01.2021,HipHop
331,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,12,15.01.2021,21.01.2021,HipHop
332,Eminem,Music To Be Murdered By,Interscope,13,15.01.2021,21.01.2021,HipHop
333,XXXTentacion,?,Bad Vibes Forever,14,15.01.2021,21.01.2021,HipHop
334,Sido,Ich & keine Maske,Urban,15,15.01.2021,21.01.2021,HipHop
335,Loredana (CH),Medusa,Loredana,16,15.01.2021,21.01.2021,HipHop
336,The Kid Laroi,F*ck Love,Columbia,17,15.01.2021,21.01.2021,HipHop
337,Post Malone,Hollywood's Bleeding,Republic Records,18,15.01.2021,21.01.2021,HipHop
338,Lil Peep,"Come Over When You're Sober, Pt. 2",Columbia,19,15.01.2021,21.01.2021,HipHop
339,Juice WRLD,Goodbye & Good Riddance,Juice WRLD Mixtape,20,15.01.2021,21.01.2021,HipHop
340,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,1,08.01.2021,14.01.2021,HipHop
341,Apache 207,Treppenhaus,Four Music / TwoSides,2,08.01.2021,14.01.2021,HipHop
342,Bonez MC,Hollywood,Universal Domestic Vertigo,3,08.01.2021,14.01.2021,HipHop
343,Juice WRLD,Legends Never Die,Interscope,4,08.01.2021,14.01.2021,HipHop
344,Kontra K,Vollmond,BMG,5,08.01.2021,14.01.2021,HipHop
345,Eminem,Music To Be Murdered By,Interscope,6,08.01.2021,14.01.2021,HipHop
346,Bonez MC,Hollywood Uncut,187 Strassenbande,7,08.01.2021,14.01.2021,HipHop
347,Apache 207,Platte,Two Sides,8,08.01.2021,14.01.2021,HipHop
348,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,9,08.01.2021,14.01.2021,HipHop
349,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,08.01.2021,14.01.2021,HipHop
350,Capital Bra,CB7,Urban,11,08.01.2021,14.01.2021,HipHop
351,Loredana (CH),Medusa,Loredana,12,08.01.2021,14.01.2021,HipHop
352,Mac Miller,Circles,Warner Music International,13,08.01.2021,14.01.2021,HipHop
353,Sido,Ich & keine Maske,Urban,14,08.01.2021,14.01.2021,HipHop
354,XXXTentacion,?,Bad Vibes Forever,15,08.01.2021,14.01.2021,HipHop
355,Post Malone,Hollywood's Bleeding,Republic Records,16,08.01.2021,14.01.2021,HipHop
356,Juice WRLD,Goodbye & Good Riddance,Juice WRLD Mixtape,17,08.01.2021,14.01.2021,HipHop
357,The Kid Laroi,F*ck Love,Columbia,18,08.01.2021,14.01.2021,HipHop
358,Mero,Seele,Groove Attack TraX,19,08.01.2021,14.01.2021,HipHop
359,Travis Scott,Astroworld,Epic,20,08.01.2021,14.01.2021,HipHop
360,Eminem,Music To Be Murdered By,Interscope,1,30.12.2020,07.01.2021,HipHop
361,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,2,30.12.2020,07.01.2021,HipHop
362,Bonez MC,Hollywood,Universal Domestic Vertigo,3,30.12.2020,07.01.2021,HipHop
363,Apache 207,Treppenhaus,Four Music / TwoSides,4,30.12.2020,07.01.2021,HipHop
364,Juice WRLD,Legends Never Die,Interscope,5,30.12.2020,07.01.2021,HipHop
365,Playboi Carti,Whole Lotta Red,Interscope,6,30.12.2020,07.01.2021,HipHop
366,Bonez MC,Hollywood Uncut,187 Strassenbande,7,30.12.2020,07.01.2021,HipHop
367,Kontra K,Vollmond,BMG,8,30.12.2020,07.01.2021,HipHop
368,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,9,30.12.2020,07.01.2021,HipHop
369,Loredana (CH),Medusa,Loredana,10,30.12.2020,07.01.2021,HipHop
370,Capital Bra,CB7,Urban,11,30.12.2020,07.01.2021,HipHop
371,Mero,Seele,Groove Attack TraX,12,30.12.2020,07.01.2021,HipHop
372,Beyazz,Kara Tape,RCA,13,30.12.2020,07.01.2021,HipHop
373,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,14,30.12.2020,07.01.2021,HipHop
374,Apache 207,Platte,Two Sides,15,30.12.2020,07.01.2021,HipHop
375,Sido,Ich & keine Maske,Urban,16,30.12.2020,07.01.2021,HipHop
376,Juice WRLD,Goodbye & Good Riddance,Juice WRLD Mixtape,17,30.12.2020,07.01.2021,HipHop
377,Lil Peep,"Come Over When You're Sober, Pt. 2",Columbia,18,30.12.2020,07.01.2021,HipHop
378,XXXTentacion,?,Bad Vibes Forever,19,30.12.2020,07.01.2021,HipHop
379,Post Malone,Hollywood's Bleeding,Republic Records,20,30.12.2020,07.01.2021,HipHop
380,Eminem,Music To Be Murdered By,Interscope,1,23.12.2020,29.12.2020,HipHop
381,Haftbefehl,Unzensiert,Urban,2,23.12.2020,29.12.2020,HipHop
382,Blokkmonsta & Uzi,Irreversibel,Hirntot Records,3,23.12.2020,29.12.2020,HipHop
383,Haftbefehl,Russisch Roulette,Urban,4,23.12.2020,29.12.2020,HipHop
384,Apache 207,Treppenhaus,Four Music / TwoSides,5,23.12.2020,29.12.2020,HipHop
385,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,6,23.12.2020,29.12.2020,HipHop
386,Loredana (CH),Medusa,Loredana,7,23.12.2020,29.12.2020,HipHop
387,Bonez MC,Hollywood,Universal Domestic Vertigo,8,23.12.2020,29.12.2020,HipHop
388,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,9,23.12.2020,29.12.2020,HipHop
389,Kontra K,Vollmond,BMG,10,23.12.2020,29.12.2020,HipHop
390,Bonez MC,Hollywood Uncut,187 Strassenbande,11,23.12.2020,29.12.2020,HipHop
391,Mero,Seele,Groove Attack TraX,12,23.12.2020,29.12.2020,HipHop
392,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,13,23.12.2020,29.12.2020,HipHop
393,Capital Bra,CB7,Urban,14,23.12.2020,29.12.2020,HipHop
394,Juice WRLD,Legends Never Die,Interscope,15,23.12.2020,29.12.2020,HipHop
395,Lil Peep,"Come Over When You're Sober, Pt. 2",Columbia,16,23.12.2020,29.12.2020,HipHop
396,Mac Miller,Swimming In Circles,Warner,17,23.12.2020,29.12.2020,HipHop
397,Haiyti,Influencer,Warner Music International,18,23.12.2020,29.12.2020,HipHop
398,Apache 207,Platte,Two Sides,19,23.12.2020,29.12.2020,HipHop
399,Sido,Ich & keine Maske,Urban,20,23.12.2020,29.12.2020,HipHop
400,Loredana (CH),Medusa,Loredana,1,18.12.2020,22.12.2020,HipHop
401,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,2,18.12.2020,22.12.2020,HipHop
402,Kontra K,Vollmond,BMG,3,18.12.2020,22.12.2020,HipHop
403,Bonez MC,Hollywood,Universal Domestic Vertigo,4,18.12.2020,22.12.2020,HipHop
404,Bonez MC,Hollywood Uncut,187 Strassenbande,5,18.12.2020,22.12.2020,HipHop
405,Mero,Seele,Groove Attack TraX,6,18.12.2020,22.12.2020,HipHop
406,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,7,18.12.2020,22.12.2020,HipHop
407,Kid Cudi,Man On The Moon III: The Chosen,Republic Records,8,18.12.2020,22.12.2020,HipHop
408,Apache 207,Treppenhaus,Four Music / TwoSides,9,18.12.2020,22.12.2020,HipHop
409,Capital Bra,CB7,Urban,10,18.12.2020,22.12.2020,HipHop
410,Juice WRLD,Legends Never Die,Interscope,11,18.12.2020,22.12.2020,HipHop
411,Hava,Weiss,RCA,12,18.12.2020,22.12.2020,HipHop
412,Trettmann,#DIY,SoulForce Records,13,18.12.2020,22.12.2020,HipHop
413,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,14,18.12.2020,22.12.2020,HipHop
414,Lil Peep,"Come Over When You're Sober, Pt. 2",Columbia,15,18.12.2020,22.12.2020,HipHop
415,Sido,Ich & keine Maske,Urban,16,18.12.2020,22.12.2020,HipHop
416,Apache 207,Platte,Two Sides,17,18.12.2020,22.12.2020,HipHop
417,Post Malone,Hollywood's Bleeding,Republic Records,18,18.12.2020,22.12.2020,HipHop
418,XXXTentacion,?,Bad Vibes Forever,19,18.12.2020,22.12.2020,HipHop
419,Ufo361 & Sonus030,Nur für dich,Stay High,20,18.12.2020,22.12.2020,HipHop
420,Mero,Seele,Groove Attack TraX,1,11.12.2020,17.12.2020,HipHop
421,K.I.Z.,Und das Geheimnis der unbeglichenen Bordellrechnung,Eklat Tonträger,2,11.12.2020,17.12.2020,HipHop
422,257ers,Hömma!,GOLD LEAGUE,3,11.12.2020,17.12.2020,HipHop
423,Hava,Weiss,RCA,4,11.12.2020,17.12.2020,HipHop
424,Kontra K,Vollmond,BMG,5,11.12.2020,17.12.2020,HipHop
425,Bonez MC,Hollywood Uncut,187 Strassenbande,6,11.12.2020,17.12.2020,HipHop
426,Bonez MC,Hollywood,Universal Domestic Vertigo,7,11.12.2020,17.12.2020,HipHop
427,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,8,11.12.2020,17.12.2020,HipHop
428,Apache 207,Treppenhaus,Four Music / TwoSides,9,11.12.2020,17.12.2020,HipHop
429,Capital Bra,CB7,Urban,10,11.12.2020,17.12.2020,HipHop
430,Haiyti,Influencer,Warner Music International,11,11.12.2020,17.12.2020,HipHop
431,Juice WRLD,Legends Never Die,Interscope,12,11.12.2020,17.12.2020,HipHop
432,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,13,11.12.2020,17.12.2020,HipHop
433,Nazar,DNA,Nazar,14,11.12.2020,17.12.2020,HipHop
434,Sido,Ich & keine Maske,Urban,15,11.12.2020,17.12.2020,HipHop
435,Apache 207,Platte,Two Sides,16,11.12.2020,17.12.2020,HipHop
436,BTS,Map Of The Soul : 7 The Journey,Universal,17,11.12.2020,17.12.2020,HipHop
437,Ufo361 & Sonus030,Nur für dich,Stay High,18,11.12.2020,17.12.2020,HipHop
438,Samra,Jibrail & Iblis,Urban,19,11.12.2020,17.12.2020,HipHop
439,Logic,No Pressure,Def Jam,20,11.12.2020,17.12.2020,HipHop
440,Beyazz,Kara Tape,RCA,1,04.12.2020,10.12.2020,HipHop
441,Bonez MC,Hollywood Uncut,187 Strassenbande,2,04.12.2020,10.12.2020,HipHop
442,Bonez MC,Hollywood,Universal Domestic Vertigo,3,04.12.2020,10.12.2020,HipHop
443,Kontra K,Vollmond,BMG,4,04.12.2020,10.12.2020,HipHop
444,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,5,04.12.2020,10.12.2020,HipHop
445,Capital Bra,CB7,Urban,6,04.12.2020,10.12.2020,HipHop
446,Apache 207,Treppenhaus,Four Music / TwoSides,7,04.12.2020,10.12.2020,HipHop
447,Sero,Regen,Four Music,8,04.12.2020,10.12.2020,HipHop
448,Juice WRLD,Legends Never Die,Interscope,9,04.12.2020,10.12.2020,HipHop
449,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,04.12.2020,10.12.2020,HipHop
450,Ufo361 & Sonus030,Nur für dich,Stay High,11,04.12.2020,10.12.2020,HipHop
451,Apache 207,Platte,Two Sides,12,04.12.2020,10.12.2020,HipHop
452,Sido,Ich & keine Maske,Urban,13,04.12.2020,10.12.2020,HipHop
453,BTS,Map Of The Soul : 7 The Journey,Universal,14,04.12.2020,10.12.2020,HipHop
454,Samra,Jibrail & Iblis,Urban,15,04.12.2020,10.12.2020,HipHop
455,KC Rebell & Summer Cem,Maximum III,Banger Musik,16,04.12.2020,10.12.2020,HipHop
456,XXXTentacion,?,Bad Vibes Forever,17,04.12.2020,10.12.2020,HipHop
457,Post Malone,Hollywood's Bleeding,Republic Records,18,04.12.2020,10.12.2020,HipHop
458,Travis Scott,Astroworld,Epic,19,04.12.2020,10.12.2020,HipHop
459,Lil Peep,"Come Over When You're Sober, Pt. 2",Columbia,20,04.12.2020,10.12.2020,HipHop
460,Cashmo,1998,Rapper aus Prinzip,1,27.11.2020,03.12.2020,HipHop
461,Bonez MC,Hollywood Uncut,187 Strassenbande,2,27.11.2020,03.12.2020,HipHop
462,Bonez MC,Hollywood,Universal Domestic Vertigo,3,27.11.2020,03.12.2020,HipHop
463,Trippie Boi,Unendlich,Starboi Ent.,4,27.11.2020,03.12.2020,HipHop
464,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,5,27.11.2020,03.12.2020,HipHop
465,Capital Bra,CB7,Urban,6,27.11.2020,03.12.2020,HipHop
466,Kontra K,Vollmond,BMG,7,27.11.2020,03.12.2020,HipHop
467,Apache 207,Treppenhaus,Four Music / TwoSides,8,27.11.2020,03.12.2020,HipHop
468,K.I.Z.,Hahnenkampf,Universal Domestic Vertigo,9,27.11.2020,03.12.2020,HipHop
469,Juice WRLD,Legends Never Die,Interscope,10,27.11.2020,03.12.2020,HipHop
470,Ufo361 & Sonus030,Nur für dich,Stay High,11,27.11.2020,03.12.2020,HipHop
471,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,12,27.11.2020,03.12.2020,HipHop
472,KC Rebell & Summer Cem,Maximum III,Banger Musik,13,27.11.2020,03.12.2020,HipHop
473,Apache 207,Platte,Two Sides,14,27.11.2020,03.12.2020,HipHop
474,K.I.Z.,Urlaub fürs Gehirn,Universal Domestic Vertigo,15,27.11.2020,03.12.2020,HipHop
475,Sido,Ich & keine Maske,Urban,16,27.11.2020,03.12.2020,HipHop
476,Post Malone,Hollywood's Bleeding,Republic Records,17,27.11.2020,03.12.2020,HipHop
477,NGEE,Straßenapotheker,Epic,18,27.11.2020,03.12.2020,HipHop
478,Audio88 & Yassin,Normaler Samt,Heart Working Class,19,27.11.2020,03.12.2020,HipHop
479,BTS,Map Of The Soul : 7 The Journey,Universal,20,27.11.2020,03.12.2020,HipHop
480,Bonez MC,Hollywood Uncut,187 Strassenbande,1,20.11.2020,26.11.2020,HipHop
481,Bonez MC,Hollywood,Universal Domestic Vertigo,2,20.11.2020,26.11.2020,HipHop
482,Capital Bra,CB7,Urban,3,20.11.2020,26.11.2020,HipHop
483,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,4,20.11.2020,26.11.2020,HipHop
484,Kontra K,Vollmond,BMG,5,20.11.2020,26.11.2020,HipHop
485,Apache 207,Treppenhaus,Four Music / TwoSides,6,20.11.2020,26.11.2020,HipHop
486,Juice WRLD,Legends Never Die,Interscope,7,20.11.2020,26.11.2020,HipHop
487,Future & Lil Uzi Vert,Pluto x Baby Pluto,Generation Azzlack,8,20.11.2020,26.11.2020,HipHop
488,Ufo361 & Sonus030,Nur für dich,Stay High,9,20.11.2020,26.11.2020,HipHop
489,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,20.11.2020,26.11.2020,HipHop
490,Samra,Jibrail & Iblis,Urban,11,20.11.2020,26.11.2020,HipHop
491,Apache 207,Platte,Four Music / TwoSides,12,20.11.2020,26.11.2020,HipHop
492,Sido,Ich & keine Maske,Urban,13,20.11.2020,26.11.2020,HipHop
493,Aesop Rock,Spirit World Field Guide,Rhymesayers,14,20.11.2020,26.11.2020,HipHop
494,NGEE,Straßenapotheker,Epic,15,20.11.2020,26.11.2020,HipHop
495,Post Malone,Hollywood's Bleeding,Republic Records,16,20.11.2020,26.11.2020,HipHop
496,KC Rebell & Summer Cem,Maximum III,Banger Musik,17,20.11.2020,26.11.2020,HipHop
497,Travis Scott,Astroworld,Epic,18,20.11.2020,26.11.2020,HipHop
498,XXXTentacion,?,Bad Vibes Forever,19,20.11.2020,26.11.2020,HipHop
499,Azad,Goat,Bozz Music,20,20.11.2020,26.11.2020,HipHop
500,Bonez MC,Hollywood Uncut,187 Strassenbande,1,13.11.2020,19.11.2020,HipHop
501,Bonez MC,Hollywood,Universal Domestic Vertigo,2,13.11.2020,19.11.2020,HipHop
502,Capital Bra,CB7,Urban,3,13.11.2020,19.11.2020,HipHop
503,Kontra K,Vollmond,BMG,4,13.11.2020,19.11.2020,HipHop
504,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,5,13.11.2020,19.11.2020,HipHop
505,Apache 207,Treppenhaus,Four Music / TwoSides,6,13.11.2020,19.11.2020,HipHop
506,Ufo361 & Sonus030,Nur für dich,Stay High,7,13.11.2020,19.11.2020,HipHop
507,Juice WRLD,Legends Never Die,Interscope,8,13.11.2020,19.11.2020,HipHop
508,Azad,Goat,Bozz Music,9,13.11.2020,19.11.2020,HipHop
509,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,13.11.2020,19.11.2020,HipHop
510,Apache 207,Platte,Four Music / TwoSides,11,13.11.2020,19.11.2020,HipHop
511,NGEE,Straßenapotheker,Epic,12,13.11.2020,19.11.2020,HipHop
512,KC Rebell & Summer Cem,Maximum III,Banger Musik,13,13.11.2020,19.11.2020,HipHop
513,Sido,Ich & keine Maske,Urban,14,13.11.2020,19.11.2020,HipHop
514,The Kid Laroi,F*ck Love,Columbia,15,13.11.2020,19.11.2020,HipHop
515,"Kasimir1441, Chapo102 & 102 Boyz",Rotzlöffel,Chucky die Mördertruppe,16,13.11.2020,19.11.2020,HipHop
516,Capital Bra & Samra,Berlin lebt 2,Urban,17,13.11.2020,19.11.2020,HipHop
517,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,18,13.11.2020,19.11.2020,HipHop
518,XXXTentacion,?,Bad Vibes Forever,19,13.11.2020,19.11.2020,HipHop
519,Travis Scott,Astroworld,Epic,20,13.11.2020,19.11.2020,HipHop
520,Bonez MC,Hollywood Uncut,187 Strassenbande,1,06.11.2020,12.11.2020,HipHop
521,Azad,Goat,Bozz Music,2,06.11.2020,12.11.2020,HipHop
522,Bonez MC,Hollywood,Universal Domestic Vertigo,3,06.11.2020,12.11.2020,HipHop
523,Chakuza,City Cobra 2.0,Mehr als Musik,4,06.11.2020,12.11.2020,HipHop
524,Capital Bra,CB7,Urban,5,06.11.2020,12.11.2020,HipHop
525,Kontra K,Vollmond,BMG,6,06.11.2020,12.11.2020,HipHop
526,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,7,06.11.2020,12.11.2020,HipHop
527,Apache 207,Treppenhaus,Four Music / TwoSides,8,06.11.2020,12.11.2020,HipHop
528,NGEE,Straßenapotheker,Epic,9,06.11.2020,12.11.2020,HipHop
529,Ufo361 & Sonus030,Nur für dich,Stay High,10,06.11.2020,12.11.2020,HipHop
530,KC Rebell & Summer Cem,Maximum III,Banger Musik,11,06.11.2020,12.11.2020,HipHop
531,Juice WRLD,Legends Never Die,Interscope,12,06.11.2020,12.11.2020,HipHop
532,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,13,06.11.2020,12.11.2020,HipHop
533,Apache 207,Platte,Four Music / TwoSides,14,06.11.2020,12.11.2020,HipHop
534,"Kasimir1441, Chapo102 & 102 Boyz",Rotzlöffel,Chucky die Mördertruppe,15,06.11.2020,12.11.2020,HipHop
535,Sido,Ich & keine Maske,Urban,16,06.11.2020,12.11.2020,HipHop
536,Azet & Albi,Fast Life 2,Azet & Albi,17,06.11.2020,12.11.2020,HipHop
537,Kendrick Lamar,"good kid, m.A.A.d city",Interscope,18,06.11.2020,12.11.2020,HipHop
538,Capital Bra & Samra,Berlin lebt 2,Urban,19,06.11.2020,12.11.2020,HipHop
539,Travis Scott,Astroworld,Epic,20,06.11.2020,12.11.2020,HipHop
540,Bonez MC,Hollywood,Universal Domestic Vertigo,1,30.10.2020,05.11.2020,HipHop
541,Capital Bra,CB7,Urban,2,30.10.2020,05.11.2020,HipHop
542,Kontra K,Vollmond,BMG,3,30.10.2020,05.11.2020,HipHop
543,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,4,30.10.2020,05.11.2020,HipHop
544,Apache 207,Treppenhaus,Four Music / Two Sides,5,30.10.2020,05.11.2020,HipHop
545,Ufo361 & Sonus030,Nur für dich,Stay High,6,30.10.2020,05.11.2020,HipHop
546,KC Rebell & Summer Cem,Maximum III,Banger Musik,7,30.10.2020,05.11.2020,HipHop
547,Juice WRLD,Legends Never Die,Interscope,8,30.10.2020,05.11.2020,HipHop
548,Beastie Boys,Beastie Boys Music,Capitol,9,30.10.2020,05.11.2020,HipHop
549,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,30.10.2020,05.11.2020,HipHop
550,"Kasimir1441, Chapo102 & 102 Boyz",Rotzlöffel,Chucky die Mördertruppe,11,30.10.2020,05.11.2020,HipHop
551,Apache 207,Platte,Four Music / TwoSides,12,30.10.2020,05.11.2020,HipHop
552,Azet & Albi,Fast Life 2,Azet & Albi,13,30.10.2020,05.11.2020,HipHop
553,Céline (DE),Instinkt,BTGS,14,30.10.2020,05.11.2020,HipHop
554,Capital Bra & Samra,Berlin lebt 2,Urban,15,30.10.2020,05.11.2020,HipHop
555,Sido,Ich & keine Maske,Urban,16,30.10.2020,05.11.2020,HipHop
556,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,17,30.10.2020,05.11.2020,HipHop
557,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,18,30.10.2020,05.11.2020,HipHop
558,Post Malone,Hollywood's Bleeding,Republic Records,19,30.10.2020,05.11.2020,HipHop
559,Travis Scott,Astroworld,Epic,20,30.10.2020,05.11.2020,HipHop
560,KC Rebell & Summer Cem,Maximum III,Banger Musik,1,23.10.2020,29.10.2020,HipHop
561,Bonez MC,Hollywood,Universal Domestic Vertigo,2,23.10.2020,29.10.2020,HipHop
562,Kontra K,Vollmond,BMG,3,23.10.2020,29.10.2020,HipHop
563,Capital Bra,CB7,Urban,4,23.10.2020,29.10.2020,HipHop
564,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,5,23.10.2020,29.10.2020,HipHop
565,Ufo361 & Sonus030,Nur für dich,Stay High,6,23.10.2020,29.10.2020,HipHop
566,Apache 207,Treppenhaus,Four Music / Two Sides,7,23.10.2020,29.10.2020,HipHop
567,Juice WRLD,Legends Never Die,Interscope,8,23.10.2020,29.10.2020,HipHop
568,"Kasimir1441, Chapo102 & 102 Boyz",Rotzlöffel,Chucky die Mördertruppe,9,23.10.2020,29.10.2020,HipHop
569,Céline (DE),Instinkt,BTGS,10,23.10.2020,29.10.2020,HipHop
570,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,11,23.10.2020,29.10.2020,HipHop
571,Apache 207,Platte,Four Music / TwoSides,12,23.10.2020,29.10.2020,HipHop
572,Azet & Albi,Fast Life 2,Azet & Albi,13,23.10.2020,29.10.2020,HipHop
573,Capital Bra & Samra,Berlin lebt 2,Urban,14,23.10.2020,29.10.2020,HipHop
574,21 Savage & Metro Boomin,Savage Mode II,Epic,15,23.10.2020,29.10.2020,HipHop
575,Sido,Ich & keine Maske,Urban,16,23.10.2020,29.10.2020,HipHop
576,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,17,23.10.2020,29.10.2020,HipHop
577,AK Ausserkontrolle,A.S.S.N. 2,XY Records,18,23.10.2020,29.10.2020,HipHop
578,BTS,Map Of The Soul : 7 The Journey,Universal,19,23.10.2020,29.10.2020,HipHop
579,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,20,23.10.2020,29.10.2020,HipHop
580,Kontra K,Vollmond,BMG,1,16.10.2020,22.10.2020,HipHop
581,Bonez MC,Hollywood,Universal Domestic Vertigo,2,16.10.2020,22.10.2020,HipHop
582,Capital Bra,CB7,Urban,3,16.10.2020,22.10.2020,HipHop
583,Ufo361 & Sonus030,Nur für dich,Stay High,4,16.10.2020,22.10.2020,HipHop
584,Apache 207,Treppenhaus,Four Music / Two Sides,5,16.10.2020,22.10.2020,HipHop
585,Ali As,Dali,Four Music,6,16.10.2020,22.10.2020,HipHop
586,Pop Smoke,Shoot For The Stars Aim For The Moon,Republic Records,7,16.10.2020,22.10.2020,HipHop
587,"Kasimir1441, Chapo102 & 102 Boyz",Rotzlöffel,Chucky die Mördertruppe,8,16.10.2020,22.10.2020,HipHop
588,Juice WRLD,Legends Never Die,Interscope,9,16.10.2020,22.10.2020,HipHop
589,Kitschkrieg,KitschKrieg,SoulForce Records / BMG,10,16.10.2020,22.10.2020,HipHop
